Date,Open,High,Low,Close,Volume
2006-01-02,101.4155,101.51691549999998,101.31408449999999,101.4155,0
2006-01-03,100.7558,100.85655579999998,100.65504419999999,100.7558,0
2006-01-04,100.2288,100.32902879999999,100.12857120000001,100.2288,0
2006-01-05,100.2992,100.3994992,100.1989008,100.2992,0
2006-01-06,100.0241,100.12412409999999,99.9240759,100.0241,0
2006-01-09,100.1794,100.27957939999999,100.0792206,100.1794,0
2006-01-10,100.1436,100.2437436,100.04345640000001,100.1436,0
2006-01-11,99.871,99.97087099999999,99.771129,99.871,0
2006-01-12,100.0643,100.16436429999999,99.9642357,100.0643,0
2006-01-13,99.9675,100.06746749999999,99.8675325,99.9675,0
2006-01-16,99.9715,100.0714715,99.87152850000001,99.9715,0
2006-01-17,100.2447,100.34494469999999,100.14445529999999,100.2447,0
2006-01-18,100.4085,100.50890849999999,100.3080915,100.4085,0
2006-01-19,100.1862,100.2863862,100.0860138,100.1862,0
2006-01-20,99.9017,100.0016017,99.8017983,99.9017,0
2006-01-23,99.3783,99.47767829999998,99.2789217,99.3783,0
2006-01-24,99.3434,99.4427434,99.24405660000001,99.3434,0
2006-01-25,99.348,99.44734799999999,99.24865199999999,99.348,0
2006-01-26,99.4798,99.57927979999998,99.3803202,99.4798,0
2006-01-27,99.6433,99.74294329999998,99.5436567,99.6433,0
2006-01-30,99.7144,99.81411439999998,99.6146856,99.7144,0
2006-01-31,99.4311,99.53053109999999,99.3316689,99.4311,0
2006-02-01,99.6132,99.7128132,99.51358680000001,99.6132,0
2006-02-02,99.7916,99.89139159999999,99.6918084,99.7916,0
2006-02-03,100.118,100.21811799999999,100.017882,100.118,0
2006-02-06,100.1372,100.2373372,100.0370628,100.1372,0
2006-02-07,100.1759,100.27607589999998,100.0757241,100.1759,0
2006-02-08,100.4879,100.58838789999999,100.38741209999999,100.4879,0
2006-02-09,100.2117,100.31191169999998,100.11148829999999,100.2117,0
2006-02-10,100.322,100.422322,100.221678,100.322,0
2006-02-13,100.3955,100.49589549999999,100.2951045,100.3955,0
2006-02-14,100.3987,100.49909869999999,100.2983013,100.3987,0
2006-02-15,100.4489,100.54934889999998,100.34845109999999,100.4489,0
2006-02-16,100.5183,100.61881829999999,100.41778169999999,100.5183,0
2006-02-17,100.3404,100.4407404,100.24005960000001,100.3404,0
2006-02-20,100.3447,100.4450447,100.24435530000001,100.3447,0
2006-02-21,100.2346,100.3348346,100.13436540000001,100.2346,0
2006-02-22,100.3879,100.48828789999999,100.2875121,100.3879,0
2006-02-23,100.1956,100.29579559999999,100.09540439999999,100.1956,0
2006-02-24,100.2594,100.35965939999998,100.1591406,100.2594,0
2006-02-27,100.0724,100.17247239999999,99.9723276,100.0724,0
2006-02-28,99.7695,99.86926949999999,99.6697305,99.7695,0
2006-03-01,99.8355,99.93533549999998,99.7356645,99.8355,0
2006-03-02,99.5969,99.6964969,99.49730310000001,99.5969,0
2006-03-03,99.7024,99.80210239999998,99.6026976,99.7024,0
2006-03-06,99.9834,100.08338339999999,99.8834166,99.9834,0
2006-03-07,100.564,100.66456399999998,100.46343599999999,100.564,0
2006-03-08,100.8565,100.95735649999999,100.75564349999999,100.8565,0
2006-03-09,100.7718,100.87257179999999,100.6710282,100.7718,0
2006-03-10,100.9566,101.05755659999998,100.85564339999999,100.9566,0
2006-03-13,100.8563,100.9571563,100.7554437,100.8563,0
2006-03-14,100.312,100.41231199999999,100.211688,100.312,0
2006-03-15,100.2121,100.3123121,100.11188790000001,100.2121,0
2006-03-16,99.9049,100.00480489999998,99.8049951,99.9049,0
2006-03-17,99.8614,99.9612614,99.76153860000001,99.8614,0
2006-03-20,100.0491,100.14914909999999,99.94905089999999,100.0491,0
2006-03-21,100.4716,100.57207159999999,100.37112839999999,100.4716,0
2006-03-22,100.496,100.59649599999999,100.39550399999999,100.496,0
2006-03-23,100.8256,100.92642559999999,100.7247744,100.8256,0
2006-03-24,100.7773,100.87807729999999,100.67652269999999,100.7773,0
2006-03-27,100.8359,100.93673589999999,100.73506409999999,100.8359,0
2006-03-28,100.7995,100.90029949999999,100.6987005,100.7995,0
2006-03-29,101.0474,101.14844739999998,100.9463526,101.0474,0
2006-03-30,100.5698,100.67036979999999,100.4692302,100.5698,0
2006-03-31,100.56,100.66055999999999,100.45944,100.56,0
2006-04-03,100.6204,100.72102039999999,100.5197796,100.6204,0
2006-04-04,100.1319,100.2320319,100.03176810000001,100.1319,0
2006-04-05,100.0792,100.17927919999998,99.9791208,100.0792,0
2006-04-06,100.1578,100.25795779999999,100.05764219999999,100.1578,0
2006-04-07,100.4187,100.51911869999999,100.3182813,100.4187,0
2006-04-10,100.4091,100.50950909999999,100.3086909,100.4091,0
2006-04-11,100.2903,100.39059029999999,100.1900097,100.2903,0
2006-04-12,100.3589,100.4592589,100.2585411,100.3589,0
2006-04-13,100.4759,100.57637589999999,100.37542409999999,100.4759,0
2006-04-14,100.4697,100.5701697,100.3692303,100.4697,0
2006-04-17,99.8719,99.97177189999998,99.7720281,99.8719,0
2006-04-18,99.6747,99.7743747,99.57502530000001,99.6747,0
2006-04-19,99.3467,99.44604669999998,99.2473533,99.3467,0
2006-04-20,99.4974,99.59689739999999,99.3979026,99.4974,0
2006-04-21,99.4345,99.53393449999999,99.3350655,99.4345,0
2006-04-24,99.117,99.216117,99.017883,99.117,0
2006-04-25,98.9687,99.06766869999998,98.8697313,98.9687,0
2006-04-26,98.8907,98.98959069999998,98.7918093,98.8907,0
2006-04-27,98.5149,98.61341489999998,98.4163851,98.5149,0
2006-04-28,98.1412,98.23934119999998,98.0430588,98.1412,0
2006-05-01,97.9085,98.00640849999999,97.8105915,97.9085,0
2006-05-02,97.6571,97.75475709999999,97.5594429,97.6571,0
2006-05-03,97.5572,97.65475719999998,97.4596428,97.5572,0
2006-05-04,97.4878,97.58528779999999,97.3903122,97.4878,0
2006-05-05,97.2585,97.3557585,97.1612415,97.2585,0
2006-05-08,97.1945,97.29169449999999,97.0973055,97.1945,0
2006-05-09,96.9578,97.05475779999999,96.86084220000001,96.9578,0
2006-05-10,96.6391,96.73573909999999,96.5424609,96.6391,0
2006-05-11,96.5383,96.6348383,96.4417617,96.5383,0
2006-05-12,96.8788,96.97567879999998,96.7819212,96.8788,0
2006-05-15,97.3588,97.4561588,97.26144120000001,97.3588,0
2006-05-16,97.1959,97.29309589999998,97.09870409999999,97.1959,0
2006-05-17,97.4725,97.56997249999999,97.3750275,97.4725,0
2006-05-18,97.7033,97.80100329999999,97.60559669999999,97.7033,0
2006-05-19,97.933,98.03093299999999,97.83506700000001,97.933,0
2006-05-22,97.9377,98.0356377,97.8397623,97.9377,0
2006-05-23,97.7045,97.80220449999999,97.60679549999999,97.7045,0
2006-05-24,98.3936,98.4919936,98.29520640000001,98.3936,0
2006-05-25,97.8423,97.94014229999998,97.7444577,97.8423,0
2006-05-26,97.8995,97.99739949999999,97.8016005,97.8995,0
2006-05-29,97.8936,97.9914936,97.7957064,97.8936,0
2006-05-30,97.588,97.68558799999998,97.49041199999999,97.588,0
2006-05-31,97.7705,97.8682705,97.6727295,97.7705,0
2006-06-01,97.7726,97.87037259999998,97.6748274,97.7726,0
2006-06-02,97.5544,97.6519544,97.4568456,97.5544,0
2006-06-05,97.3681,97.46546809999998,97.2707319,97.3681,0
2006-06-06,98.1449,98.2430449,98.04675510000001,98.1449,0
2006-06-07,98.1641,98.2622641,98.0659359,98.1641,0
2006-06-08,98.9313,99.03023129999998,98.83236869999999,98.9313,0
2006-06-09,98.5471,98.64564709999999,98.4485529,98.5471,0
2006-06-12,98.5494,98.6479494,98.45085060000001,98.5494,0
2006-06-13,98.9201,99.01902009999999,98.8211799,98.9201,0
2006-06-14,98.8338,98.93263379999999,98.7349662,98.8338,0
2006-06-15,98.8846,98.9834846,98.7857154,98.8846,0
2006-06-16,98.9127,99.01161269999999,98.8137873,98.9127,0
2006-06-19,99.145,99.24414499999999,99.04585499999999,99.145,0
2006-06-20,99.0117,99.1107117,98.9126883,99.0117,0
2006-06-21,98.5544,98.65295439999998,98.4558456,98.5544,0
2006-06-22,99.0856,99.1846856,98.9865144,99.0856,0
2006-06-23,99.4216,99.52102159999998,99.3221784,99.4216,0
2006-06-26,99.3634,99.46276339999999,99.2640366,99.3634,0
2006-06-27,99.219,99.31821899999998,99.11978099999999,99.219,0
2006-06-28,99.392,99.49139199999999,99.292608,99.392,0
2006-06-29,99.2158,99.3150158,99.1165842,99.2158,0
2006-06-30,98.2483,98.3465483,98.1500517,98.2483,0
2006-07-03,98.0371,98.13513709999998,97.9390629,98.0371,0
2006-07-04,98.0221,98.12012209999999,97.9240779,98.0221,0
2006-07-05,98.308,98.406308,98.209692,98.308,0
2006-07-06,98.138,98.236138,98.039862,98.138,0
2006-07-07,97.7508,97.84855079999998,97.6530492,97.7508,0
2006-07-10,97.9813,98.07928129999999,97.8833187,97.9813,0
2006-07-11,98.2132,98.31141319999999,98.1149868,98.2132,0
2006-07-12,98.5202,98.6187202,98.4216798,98.5202,0
2006-07-13,98.5583,98.6568583,98.45974170000001,98.5583,0
2006-07-14,98.6814,98.78008139999999,98.58271859999999,98.6814,0
2006-07-17,99.0767,99.17577669999999,98.9776233,99.0767,0
2006-07-18,99.1341,99.23323409999999,99.0349659,99.1341,0
2006-07-19,98.9262,99.02512619999999,98.8272738,98.9262,0
2006-07-20,98.6014,98.70000139999999,98.50279859999999,98.6014,0
2006-07-21,98.5221,98.62062209999998,98.4235779,98.5221,0
2006-07-24,98.7795,98.87827949999999,98.68072049999999,98.7795,0
2006-07-25,98.9388,99.03773879999999,98.8398612,98.9388,0
2006-07-26,98.742,98.84074199999999,98.643258,98.742,0
2006-07-27,98.2283,98.32652829999999,98.1300717,98.2283,0
2006-07-28,98.0539,98.15195389999998,97.9558461,98.0539,0
2006-07-31,97.9996,98.0975996,97.9016004,97.9996,0
2006-08-01,98.1715,98.26967149999999,98.07332849999999,98.1715,0
2006-08-02,97.9432,98.0411432,97.8452568,97.9432,0
2006-08-03,98.0694,98.16746939999999,97.9713306,98.0694,0
2006-08-04,97.6005,97.69810049999998,97.5028995,97.6005,0
2006-08-07,97.5088,97.60630879999998,97.4112912,97.5088,0
2006-08-08,97.6524,97.75005239999999,97.5547476,97.6524,0
2006-08-09,97.4402,97.5376402,97.34275980000001,97.4402,0
2006-08-10,97.8887,97.98658869999998,97.7908113,97.8887,0
2006-08-11,97.7863,97.88408629999999,97.6885137,97.7863,0
2006-08-14,97.9677,98.06566769999998,97.8697323,97.9677,0
2006-08-15,97.8043,97.90210429999999,97.70649569999999,97.8043,0
2006-08-16,97.3894,97.48678939999998,97.2920106,97.3894,0
2006-08-17,97.3486,97.4459486,97.2512514,97.3486,0
2006-08-18,97.7577,97.85545769999999,97.6599423,97.7577,0
2006-08-21,97.3856,97.48298559999999,97.2882144,97.3856,0
2006-08-22,97.6079,97.70550789999999,97.5102921,97.6079,0
2006-08-23,97.5731,97.67067309999999,97.47552689999999,97.5731,0
2006-08-24,97.7939,97.89169389999998,97.6961061,97.7939,0
2006-08-25,97.8827,97.98058269999999,97.7848173,97.8827,0
2006-08-28,97.8467,97.94454669999999,97.7488533,97.8467,0
2006-08-29,97.7748,97.8725748,97.6770252,97.7748,0
2006-08-30,97.5792,97.67677919999998,97.4816208,97.5792,0
2006-08-31,97.644,97.741644,97.546356,97.644,0
2006-09-01,97.5084,97.60590839999999,97.4108916,97.5084,0
2006-09-04,97.4981,97.59559809999999,97.4006019,97.4981,0
2006-09-05,97.4392,97.53663919999998,97.3417608,97.4392,0
2006-09-06,97.6087,97.7063087,97.5110913,97.6087,0
2006-09-07,97.8108,97.90861079999999,97.7129892,97.8108,0
2006-09-08,98.2119,98.3101119,98.1136881,98.2119,0
2006-09-11,98.3845,98.4828845,98.28611550000001,98.3845,0
2006-09-12,98.2781,98.37637809999998,98.1798219,98.2781,0
2006-09-13,98.1775,98.27567749999999,98.07932249999999,98.1775,0
2006-09-14,98.0088,98.10680879999998,97.91079119999999,98.0088,0
2006-09-15,98.2104,98.30861039999999,98.11218960000001,98.2104,0
2006-09-18,98.1332,98.2313332,98.0350668,98.1332,0
2006-09-19,98.1703,98.26847029999999,98.07212969999999,98.1703,0
2006-09-20,98.1556,98.25375559999999,98.05744440000001,98.1556,0
2006-09-21,97.9458,98.0437458,97.8478542,97.9458,0
2006-09-22,97.8667,97.96456669999998,97.7688333,97.8667,0
2006-09-25,97.9909,98.08889089999998,97.8929091,97.9909,0
2006-09-26,98.0555,98.15355549999998,97.9574445,98.0555,0
2006-09-27,98.0107,98.10871069999999,97.9126893,98.0107,0
2006-09-28,98.0381,98.13613809999998,97.9400619,98.0381,0
2006-09-29,98.1054,98.2035054,98.00729460000001,98.1054,0
2006-10-02,97.9247,98.0226247,97.8267753,97.9247,0
2006-10-03,98.1267,98.2248267,98.0285733,98.1267,0
2006-10-04,98.3682,98.4665682,98.2698318,98.3682,0
2006-10-05,98.2776,98.3758776,98.1793224,98.2776,0
2006-10-06,98.5619,98.66046189999999,98.46333809999999,98.5619,0
2006-10-09,98.5702,98.66877019999998,98.4716298,98.5702,0
2006-10-10,98.9125,99.01141249999998,98.8135875,98.9125,0
2006-10-11,98.9146,99.01351459999998,98.81568539999999,98.9146,0
2006-10-12,98.831,98.929831,98.732169,98.831,0
2006-10-13,98.8002,98.89900019999999,98.7013998,98.8002,0
2006-10-16,98.71,98.80870999999998,98.61129,98.71,0
2006-10-17,98.5354,98.63393539999998,98.43686459999999,98.5354,0
2006-10-18,98.6164,98.71501639999998,98.5177836,98.6164,0
2006-10-19,98.2897,98.38798969999999,98.1914103,98.2897,0
2006-10-20,98.1629,98.26106289999998,98.06473709999999,98.1629,0
2006-10-23,98.4483,98.54674829999999,98.3498517,98.4483,0
2006-10-24,98.349,98.44734899999999,98.250651,98.349,0
2006-10-25,98.2057,98.30390569999999,98.1074943,98.2057,0
2006-10-26,97.8907,97.98859069999999,97.7928093,97.8907,0
2006-10-27,97.4914,97.5888914,97.3939086,97.4914,0
2006-10-30,97.5672,97.66476719999999,97.4696328,97.5672,0
2006-10-31,97.3901,97.48749009999999,97.2927099,97.3901,0
2006-11-01,97.4949,97.59239489999999,97.3974051,97.4949,0
2006-11-02,97.6556,97.7532556,97.55794440000001,97.6556,0
